HCON_00000010	WBGene00001242
HCON_00060570	WBGene00009504
HCON_00060580	WBGene00017144
HCON_00060590	WBGene00017137
HCON_00060610	WBGene00009717
HCON_00060620	WBGene00008740
HCON_00060620	WBGene00011886
HCON_00060670	WBGene00021052
HCON_00060690	WBGene00007562
HCON_00060710	WBGene00006562
HCON_00060730	WBGene00020319
HCON_00060740	WBGene00019151
HCON_00060780	WBGene00017385
HCON_00060790	WBGene00001027
HCON_00060800	WBGene00013258
HCON_00060810	WBGene00013259
HCON_00060820	WBGene00004167
HCON_00060830	WBGene00007064
HCON_00060840	WBGene00022448
HCON_00060850	WBGene00012984
HCON_00060880	WBGene00012982
HCON_00060890	WBGene00001971
HCON_00060900	WBGene00011768
HCON_00060910	WBGene00013167
HCON_00060920	WBGene00012207
HCON_00060930	WBGene00006497
HCON_00060940	WBGene00006626
HCON_00060950	WBGene00008481
HCON_00060970	WBGene00008482
HCON_00060980	WBGene00009579
HCON_00060990	WBGene00002216
HCON_00061000	WBGene00011349
HCON_00061010	WBGene00015756
HCON_00061010	WBGene00015759
HCON_00061020	WBGene00022743
HCON_00061040	WBGene00009897
HCON_00061050	WBGene00001225
HCON_00061060	WBGene00009661
HCON_00061070	WBGene00009663
HCON_00061070	WBGene00219378
HCON_00061090	WBGene00000584
HCON_00061130	WBGene00001838
HCON_00061150	WBGene00013094
HCON_00061190	WBGene00017743
HCON_00061200	WBGene00018392
HCON_00061210	WBGene00018393
HCON_00061220	WBGene00018046
HCON_00061230	WBGene00019747
HCON_00061250	WBGene00009716
HCON_00061280	WBGene00000211
HCON_00061290	WBGene00015088
HCON_00061300	WBGene00016971
HCON_00061320	WBGene00006404
HCON_00061330	WBGene00023408
HCON_00061340	WBGene00000516
HCON_00061360	WBGene00000517
HCON_00061370	WBGene00015516
HCON_00061380	WBGene00011976
HCON_00061390	WBGene00000497
HCON_00061400	WBGene00009642
HCON_00061410	WBGene00016151
HCON_00061420	WBGene00011579
HCON_00061430	WBGene00019941
HCON_00061440	WBGene00019940
HCON_00061460	WBGene00043050
HCON_00061470	WBGene00000390
HCON_00061480	WBGene00019944
HCON_00061500	WBGene00004446
HCON_00061510	WBGene00015841
HCON_00061530	WBGene00000615
HCON_00061580	WBGene00004454
HCON_00061610	WBGene00019268
HCON_00061620	WBGene00002996
HCON_00061630	WBGene00185067
HCON_00061640	WBGene00013219
HCON_00061660	WBGene00011050
HCON_00061680	WBGene00011050
HCON_00061690	WBGene00001230
HCON_00061700	WBGene00001358
HCON_00061720	WBGene00020249
HCON_00061730	WBGene00007274
HCON_00061740	WBGene00013173
HCON_00061870	WBGene00011512
HCON_00061880	WBGene00019642
HCON_00061890	WBGene00019642
HCON_00061900	WBGene00012907
HCON_00061910	WBGene00012908
HCON_00061920	WBGene00012909
HCON_00061980	WBGene00018734
HCON_00061990	WBGene00018572
HCON_00062000	WBGene00012995
HCON_00062010	WBGene00004015
HCON_00062020	WBGene00017438
HCON_00062030	WBGene00017437
HCON_00062050	WBGene00019999
HCON_00062070	WBGene00001101
HCON_00062070	WBGene00001102
HCON_00062090	WBGene00008334
HCON_00062090	WBGene00008333
HCON_00062090	WBGene00008336
HCON_00062090	WBGene00008332
HCON_00062090	WBGene00008335
HCON_00062100	WBGene00011822
HCON_00062110	WBGene00008334
HCON_00062110	WBGene00008333
HCON_00062110	WBGene00008336
HCON_00062110	WBGene00008332
HCON_00062110	WBGene00008335
HCON_00062120	WBGene00011822
HCON_00062140	WBGene00003196
HCON_00062200	WBGene00001992
HCON_00062220	WBGene00020022
HCON_00062230	WBGene00004306
HCON_00062280	WBGene00018251
HCON_00062310	WBGene00017748
HCON_00062340	WBGene00001328
HCON_00062350	WBGene00004504
HCON_00062360	WBGene00003749
HCON_00062370	WBGene00021452
HCON_00062380	WBGene00008558
HCON_00062390	WBGene00004801
HCON_00062390	WBGene00004802
HCON_00062400	WBGene00010948
HCON_00062410	WBGene00009403
HCON_00062430	WBGene00009405
HCON_00062440	WBGene00010456
HCON_00062460	WBGene00017443
HCON_00062580	WBGene00022652
HCON_00062600	WBGene00014067
HCON_00062610	WBGene00005641
HCON_00062650	WBGene00001505
HCON_00062670	WBGene00000548
HCON_00062680	WBGene00255600
HCON_00062700	WBGene00012999
HCON_00062710	WBGene00011767
HCON_00062720	WBGene00009781
HCON_00062730	WBGene00020761
HCON_00062730	WBGene00004180
HCON_00062740	WBGene00013222
HCON_00062760	WBGene00013222
HCON_00062820	WBGene00022887
HCON_00062830	WBGene00017218
HCON_00062840	WBGene00017659
HCON_00062850	WBGene00017659
HCON_00062860	WBGene00020861
HCON_00062870	WBGene00012342
HCON_00062880	WBGene00003017
HCON_00062910	WBGene00012730
HCON_00062920	WBGene00000901
HCON_00062930	WBGene00004034
HCON_00062950	WBGene00003404
HCON_00062960	WBGene00003367
HCON_00062970	WBGene00001511
HCON_00062980	WBGene00010910
HCON_00063030	WBGene00004227
HCON_00063040	WBGene00015408
HCON_00063050	WBGene00022283
HCON_00063080	WBGene00011304
HCON_00063090	WBGene00008053
HCON_00063090	WBGene00007352
HCON_00063100	WBGene00006476
HCON_00063110	WBGene00021974
HCON_00063120	WBGene00000240
HCON_00063140	WBGene00011888
HCON_00063150	WBGene00007690
HCON_00063160	WBGene00007684
HCON_00063170	WBGene00021984
HCON_00063190	WBGene00018782
HCON_00063200	WBGene00018781
HCON_00063200	WBGene00011613
HCON_00063230	WBGene00015795
HCON_00063250	WBGene00013934
HCON_00063260	WBGene00007502
HCON_00063270	WBGene00004234
HCON_00063280	WBGene00022673
HCON_00063290	WBGene00022673
HCON_00063300	WBGene00022673
HCON_00063310	WBGene00007010
HCON_00063320	WBGene00018756
HCON_00063360	WBGene00022616
HCON_00063360	WBGene00022498
HCON_00063360	WBGene00012394
HCON_00063440	WBGene00004902
HCON_00063450	WBGene00017861
HCON_00063460	WBGene00017861
HCON_00063520	WBGene00017861
HCON_00063530	WBGene00018523
HCON_00063540	WBGene00012917
HCON_00063550	WBGene00000894
HCON_00063560	WBGene00008033
HCON_00063580	WBGene00015954
HCON_00063590	WBGene00001684
HCON_00063590	WBGene00001683
HCON_00063590	WBGene00001685
HCON_00063590	WBGene00001686
HCON_00063600	WBGene00010551
HCON_00063610	WBGene00004210
HCON_00063670	WBGene00012983
HCON_00063690	WBGene00011102
HCON_00063720	WBGene00003107
HCON_00063760	WBGene00004975
HCON_00063770	WBGene00009207
HCON_00063780	WBGene00010045
HCON_00063800	WBGene00007687
HCON_00063830	WBGene00013268
HCON_00063840	WBGene00013255
HCON_00063850	WBGene00013265
HCON_00063860	WBGene00003421
HCON_00063900	WBGene00013273
HCON_00063910	WBGene00004310
HCON_00063930	WBGene00007146
HCON_00063970	WBGene00014152
HCON_00063980	WBGene00014153
HCON_00063990	WBGene00007694
HCON_00063990	WBGene00010056
HCON_00064010	WBGene00022652
HCON_00064090	WBGene00001588
HCON_00064100	WBGene00014248
HCON_00064120	WBGene00014249
HCON_00064130	WBGene00001038
HCON_00064160	WBGene00017699
HCON_00064180	WBGene00007412
HCON_00064220	WBGene00007413
HCON_00064230	WBGene00012468
HCON_00064260	WBGene00002030
HCON_00064270	WBGene00001373
HCON_00064290	WBGene00012928
HCON_00064290	WBGene00010115
HCON_00064300	WBGene00017637
HCON_00064300	WBGene00021027
HCON_00064320	WBGene00019878
HCON_00064330	WBGene00018249
HCON_00064350	WBGene00011409
HCON_00064360	WBGene00011409
HCON_00064370	WBGene00006915
HCON_00064380	WBGene00018474
HCON_00064390	WBGene00012373
HCON_00064390	WBGene00009307
HCON_00064420	WBGene00002192
HCON_00064430	WBGene00001754
HCON_00064430	WBGene00001753
HCON_00064430	WBGene00001757
HCON_00064430	WBGene00001778
HCON_00064430	WBGene00001756
HCON_00064430	WBGene00001755
HCON_00064430	WBGene00001786
HCON_00064450	WBGene00003388
HCON_00064450	WBGene00003864
HCON_00064450	WBGene00003865
HCON_00064460	WBGene00011526
HCON_00064470	WBGene00011527
HCON_00064490	WBGene00016995
HCON_00064490	WBGene00007150
HCON_00064500	WBGene00009406
HCON_00064510	WBGene00019408
HCON_00064520	WBGene00006924
HCON_00064540	WBGene00003480
HCON_00064570	WBGene00020867
HCON_00064580	WBGene00003220
HCON_00064590	WBGene00008444
HCON_00064610	WBGene00001913
HCON_00064620	WBGene00010069
HCON_00064640	WBGene00010058
HCON_00064660	WBGene00012595
HCON_00064680	WBGene00007911
HCON_00064690	WBGene00019124
HCON_00064700	WBGene00017663
HCON_00064760	WBGene00021006
HCON_00064780	WBGene00016248
HCON_00064830	WBGene00016246
HCON_00064840	WBGene00000880
HCON_00064910	WBGene00020008
HCON_00064920	WBGene00020007
HCON_00064930	WBGene00013197
HCON_00064980	WBGene00002032
HCON_00064980	WBGene00002033
HCON_00064980	WBGene00001862
HCON_00064990	WBGene00020678
HCON_00065020	WBGene00014241
HCON_00065020	WBGene00008959
HCON_00065020	WBGene00009635
HCON_00065030	WBGene00021254
HCON_00065100	WBGene00015467
HCON_00065100	WBGene00000239
HCON_00065120	WBGene00012940
HCON_00065130	WBGene00010308
HCON_00065140	WBGene00010307
HCON_00065150	WBGene00006498
HCON_00065210	WBGene00019753
HCON_00065220	WBGene00015688
HCON_00065230	WBGene00017828
HCON_00065240	WBGene00000262
HCON_00065240	WBGene00017757
HCON_00065250	WBGene00000263
HCON_00065260	WBGene00003802
HCON_00065270	WBGene00003423
HCON_00065280	WBGene00021436
HCON_00065310	WBGene00007778
HCON_00065320	WBGene00044144
HCON_00065340	WBGene00012545
HCON_00065350	WBGene00012546
HCON_00065370	WBGene00009738
HCON_00065380	WBGene00004878
HCON_00065420	WBGene00007699
HCON_00065420	WBGene00007700
HCON_00065430	WBGene00008006
HCON_00065460	WBGene00010131
HCON_00065470	WBGene00010130
HCON_00065490	WBGene00044705
HCON_00065500	WBGene00077712
HCON_00065510	WBGene00019831
HCON_00065520	WBGene00021482
HCON_00065540	WBGene00000484
HCON_00065560	WBGene00010038
HCON_00065570	WBGene00010040
HCON_00065580	WBGene00004894
HCON_00065590	WBGene00021252
HCON_00065600	WBGene00000067
HCON_00065610	WBGene00010661
HCON_00065620	WBGene00009796
HCON_00065630	WBGene00002269
HCON_00065640	WBGene00011955
HCON_00065660	WBGene00001872
HCON_00065680	WBGene00012934
HCON_00065690	WBGene00004736
HCON_00065700	WBGene00019898
HCON_00065710	WBGene00018952
HCON_00065730	WBGene00004886
HCON_00065740	WBGene00018610
HCON_00065750	WBGene00018518
HCON_00065760	WBGene00021444
HCON_00065770	WBGene00000941
HCON_00065790	WBGene00017429
HCON_00065800	WBGene00010838
HCON_00065810	WBGene00010842
HCON_00065830	WBGene00044069
HCON_00065840	WBGene00010839
HCON_00065850	WBGene00008121
HCON_00065860	WBGene00004506
HCON_00065890	WBGene00021697
HCON_00065900	WBGene00016524
HCON_00065910	WBGene00020530
HCON_00065920	WBGene00007576
HCON_00065930	WBGene00013739
HCON_00065940	WBGene00016977
HCON_00065950	WBGene00006591
HCON_00065970	WBGene00008950
HCON_00065980	WBGene00007184
HCON_00066000	WBGene00004933
HCON_00066010	WBGene00022702
HCON_00066090	WBGene00000443
HCON_00066130	WBGene00007981
HCON_00066160	WBGene00008018
HCON_00066170	WBGene00021752
HCON_00066190	WBGene00021754
HCON_00066200	WBGene00011300
HCON_00066220	WBGene00004016
HCON_00066230	WBGene00001589
HCON_00066240	WBGene00011807
HCON_00066250	WBGene00011806
HCON_00066260	WBGene00022733
HCON_00066270	WBGene00013438
HCON_00066280	WBGene00013439
HCON_00066320	WBGene00005733
HCON_00066320	WBGene00005735
HCON_00066320	WBGene00005732
HCON_00066320	WBGene00005738
HCON_00066320	WBGene00005737
HCON_00066320	WBGene00005728
HCON_00066320	WBGene00005740
HCON_00066320	WBGene00005744
HCON_00066320	WBGene00005741
HCON_00066320	WBGene00005730
HCON_00066320	WBGene00005742
HCON_00066320	WBGene00005743
HCON_00066320	WBGene00005736
HCON_00066320	WBGene00005739
HCON_00066330	WBGene00005733
HCON_00066330	WBGene00005735
HCON_00066330	WBGene00005732
HCON_00066330	WBGene00005738
HCON_00066330	WBGene00005737
HCON_00066330	WBGene00005728
HCON_00066330	WBGene00005740
HCON_00066330	WBGene00005744
HCON_00066330	WBGene00005741
HCON_00066330	WBGene00005730
HCON_00066330	WBGene00005742
HCON_00066330	WBGene00005743
HCON_00066330	WBGene00005736
HCON_00066330	WBGene00005739
HCON_00066340	WBGene00019030
HCON_00066360	WBGene00003956
HCON_00066400	WBGene00001489
HCON_00066410	WBGene00003375
HCON_00066430	WBGene00004857
HCON_00066460	WBGene00006937
HCON_00066470	WBGene00013243
HCON_00066490	WBGene00013241
HCON_00066500	WBGene00013240
HCON_00066520	WBGene00006596
HCON_00066530	WBGene00044233
HCON_00066560	WBGene00020209
HCON_00066570	WBGene00016979
HCON_00066590	WBGene00000898
HCON_00066630	WBGene00019004
HCON_00066640	WBGene00006493
HCON_00066700	WBGene00006804
HCON_00066710	WBGene00012553
HCON_00066720	WBGene00012298
HCON_00066730	WBGene00000917
HCON_00066740	WBGene00007819
HCON_00066750	WBGene00003571
HCON_00066750	WBGene00003573
HCON_00066750	WBGene00003575
HCON_00066750	WBGene00003572
HCON_00066750	WBGene00003574
HCON_00066760	WBGene00010138
HCON_00066770	WBGene00021912
HCON_00066770	WBGene00021911
HCON_00066780	WBGene00021910
HCON_00066790	WBGene00000439
HCON_00066800	WBGene00007171
HCON_00066810	WBGene00022185
HCON_00066820	WBGene00006662
HCON_00066840	WBGene00001028
HCON_00066860	WBGene00017696
HCON_00066870	WBGene00016029
HCON_00066880	WBGene00022720
HCON_00066920	WBGene00004316
HCON_00066940	WBGene00010046
HCON_00066940	WBGene00044674
HCON_00066950	WBGene00014221
HCON_00066960	WBGene00022719
HCON_00066970	WBGene00018237
HCON_00066970	WBGene00017892
HCON_00066990	WBGene00017356
HCON_00067000	WBGene00020970
HCON_00067010	WBGene00011143
HCON_00067040	WBGene00015477
HCON_00067070	WBGene00014204
HCON_00067080	WBGene00019196
HCON_00067090	WBGene00001503
HCON_00067130	WBGene00004316
HCON_00067150	WBGene00044099
HCON_00067150	WBGene00005120
HCON_00067150	WBGene00005134
HCON_00067150	WBGene00005147
HCON_00067150	WBGene00005133
HCON_00067150	WBGene00005140
HCON_00067150	WBGene00005143
HCON_00067150	WBGene00005123
HCON_00067150	WBGene00005135
HCON_00067150	WBGene00005144
HCON_00067150	WBGene00005138
HCON_00067150	WBGene00005117
HCON_00067150	WBGene00005146
HCON_00067150	WBGene00005145
HCON_00067150	WBGene00007701
HCON_00067150	WBGene00005116
HCON_00067150	WBGene00005136
HCON_00067150	WBGene00005124
HCON_00067150	WBGene00005118
HCON_00067150	WBGene00005122
HCON_00067150	WBGene00005148
HCON_00067150	WBGene00021572
HCON_00067150	WBGene00005121
HCON_00067150	WBGene00005125
HCON_00067150	WBGene00005114
HCON_00067150	WBGene00005126
HCON_00067150	WBGene00005129
HCON_00067150	WBGene00005131
HCON_00067150	WBGene00005137
HCON_00067150	WBGene00005128
HCON_00067150	WBGene00005142
HCON_00067150	WBGene00005127
HCON_00067150	WBGene00005119
HCON_00067150	WBGene00005141
HCON_00067150	WBGene00005113
HCON_00067150	WBGene00005132
HCON_00067150	WBGene00021570
HCON_00067160	WBGene00044099
HCON_00067160	WBGene00005120
HCON_00067160	WBGene00005134
HCON_00067160	WBGene00005147
HCON_00067160	WBGene00005133
HCON_00067160	WBGene00005140
HCON_00067160	WBGene00005143
HCON_00067160	WBGene00005123
HCON_00067160	WBGene00005135
HCON_00067160	WBGene00005144
HCON_00067160	WBGene00005138
HCON_00067160	WBGene00005117
HCON_00067160	WBGene00005146
HCON_00067160	WBGene00005145
HCON_00067160	WBGene00007701
HCON_00067160	WBGene00005116
HCON_00067160	WBGene00005136
HCON_00067160	WBGene00005124
HCON_00067160	WBGene00005118
HCON_00067160	WBGene00005122
HCON_00067160	WBGene00005148
HCON_00067160	WBGene00021572
HCON_00067160	WBGene00005121
HCON_00067160	WBGene00005125
HCON_00067160	WBGene00005114
HCON_00067160	WBGene00005126
HCON_00067160	WBGene00005129
HCON_00067160	WBGene00005131
HCON_00067160	WBGene00005137
HCON_00067160	WBGene00005128
HCON_00067160	WBGene00005142
HCON_00067160	WBGene00005127
HCON_00067160	WBGene00005119
HCON_00067160	WBGene00005141
HCON_00067160	WBGene00005113
HCON_00067160	WBGene00005132
HCON_00067160	WBGene00021570
HCON_00067180	WBGene00044099
HCON_00067180	WBGene00005120
HCON_00067180	WBGene00005134
HCON_00067180	WBGene00005147
HCON_00067180	WBGene00005133
HCON_00067180	WBGene00005140
HCON_00067180	WBGene00005143
HCON_00067180	WBGene00005123
HCON_00067180	WBGene00005135
HCON_00067180	WBGene00005144
HCON_00067180	WBGene00005138
HCON_00067180	WBGene00005117
HCON_00067180	WBGene00005146
HCON_00067180	WBGene00005145
HCON_00067180	WBGene00007701
HCON_00067180	WBGene00005116
HCON_00067180	WBGene00005136
HCON_00067180	WBGene00005124
HCON_00067180	WBGene00005118
HCON_00067180	WBGene00005122
HCON_00067180	WBGene00005148
HCON_00067180	WBGene00021572
HCON_00067180	WBGene00005121
HCON_00067180	WBGene00005125
HCON_00067180	WBGene00005114
HCON_00067180	WBGene00005126
HCON_00067180	WBGene00005129
HCON_00067180	WBGene00005131
HCON_00067180	WBGene00005137
HCON_00067180	WBGene00005128
HCON_00067180	WBGene00005142
HCON_00067180	WBGene00005127
HCON_00067180	WBGene00005119
HCON_00067180	WBGene00005141
HCON_00067180	WBGene00005113
HCON_00067180	WBGene00005132
HCON_00067180	WBGene00021570
HCON_00067190	WBGene00013575
HCON_00067210	WBGene00044341
HCON_00067220	WBGene00001412
HCON_00067240	WBGene00018342
HCON_00067250	WBGene00015647
HCON_00067260	WBGene00010538
HCON_00067260	WBGene00010539
HCON_00067260	WBGene00010541
HCON_00067270	WBGene00020886
HCON_00067300	WBGene00007956
HCON_00067310	WBGene00007956
HCON_00067320	WBGene00014181
HCON_00067330	WBGene00003759
HCON_00067340	WBGene00000265
HCON_00067350	WBGene00004229
HCON_00067380	WBGene00004229
HCON_00067390	WBGene00017265
HCON_00067390	WBGene00019894
HCON_00067390	WBGene00015513
HCON_00067390	WBGene00012715
HCON_00067400	WBGene00004433
HCON_00067410	WBGene00017299
HCON_00067450	WBGene00008621
HCON_00067470	WBGene00012968
HCON_00067480	WBGene00015733
HCON_00067490	WBGene00015734
HCON_00067500	WBGene00008408
HCON_00067510	WBGene00015648
HCON_00067520	WBGene00010909
HCON_00067530	WBGene00000177
HCON_00067540	WBGene00010883
HCON_00067560	WBGene00004277
HCON_00067570	WBGene00006697
HCON_00067580	WBGene00007387
HCON_00067600	WBGene00009375
HCON_00067680	WBGene00194641
HCON_00067710	WBGene00011964
HCON_00067720	WBGene00000934
HCON_00067730	WBGene00000853
HCON_00067740	WBGene00006873
HCON_00067770	WBGene00006623
HCON_00067800	WBGene00017028
HCON_00067810	WBGene00011732
HCON_00067820	WBGene00008091
HCON_00067830	WBGene00011215
HCON_00067840	WBGene00021847
HCON_00067850	WBGene00003391
HCON_00067860	WBGene00003930
HCON_00067870	WBGene00015101
HCON_00067880	WBGene00001242
HCON_00067890	WBGene00044401
HCON_00067900	WBGene00017950
HCON_00067910	WBGene00019157
HCON_00067920	WBGene00020634
HCON_00067930	WBGene00001631
HCON_00067940	WBGene00001869
HCON_00067960	WBGene00002267
HCON_00067970	WBGene00002267
HCON_00067980	WBGene00015479
HCON_00067990	WBGene00002267
HCON_00068020	WBGene00002267
HCON_00068030	WBGene00002267
HCON_00068040	WBGene00018219
HCON_00068060	WBGene00019284
HCON_00068100	WBGene00016677
HCON_00068120	WBGene00020646
HCON_00068130	WBGene00021043
HCON_00068140	WBGene00018793
HCON_00068150	WBGene00018794
HCON_00068160	WBGene00005014
HCON_00068170	WBGene00003931
HCON_00068180	WBGene00021854
HCON_00068190	WBGene00004980
HCON_00068200	WBGene00007258
HCON_00068200	WBGene00021214
HCON_00068220	WBGene00000253
HCON_00068220	WBGene00018771
HCON_00068230	WBGene00000253
HCON_00068230	WBGene00018771
HCON_00068240	WBGene00002011
HCON_00068250	WBGene00015251
HCON_00068250	WBGene00015250
HCON_00068260	WBGene00015752
HCON_00068290	WBGene00022580
HCON_00068300	WBGene00022583
HCON_00068310	WBGene00000201
HCON_00068320	WBGene00004467
HCON_00068330	WBGene00044311
HCON_00068340	WBGene00020106
HCON_00068350	WBGene00000793
HCON_00068360	WBGene00000160
HCON_00068380	WBGene00012717
HCON_00068390	WBGene00000068
HCON_00068410	WBGene00001259
HCON_00068420	WBGene00021535
HCON_00068490	WBGene00006534
HCON_00068510	WBGene00018340
HCON_00068520	WBGene00021531
HCON_00068530	WBGene00004348
HCON_00068550	WBGene00013735
HCON_00068560	WBGene00007030
HCON_00068570	WBGene00013730
HCON_00068580	WBGene00017161
HCON_00068590	WBGene00017164
HCON_00068680	WBGene00017215
HCON_00068690	WBGene00012759
HCON_00068700	WBGene00019716
HCON_00068710	WBGene00004905
HCON_00068730	WBGene00019627
HCON_00068740	WBGene00019628
HCON_00068780	WBGene00006890
HCON_00068800	WBGene00004891
HCON_00068810	WBGene00001951
HCON_00068830	WBGene00010454
HCON_00068840	WBGene00044977
HCON_00068840	WBGene00077503
HCON_00068840	WBGene00013295
HCON_00068860	WBGene00018560
HCON_00068890	WBGene00023451
HCON_00068900	WBGene00009503
HCON_00068910	WBGene00001624
HCON_00068920	WBGene00015544
HCON_00068930	WBGene00007138
HCON_00068940	WBGene00007138
