HmN_000000100	EmuJ_001147800
HmN_000419500	EmuJ_001061300
HmN_000419600	EmuJ_001061800
HmN_000419700	EmuJ_001061900
HmN_000419800	EmuJ_001062000
HmN_000420000	EmuJ_001062100
HmN_000420100	EmuJ_001062200
HmN_000420500	EmuJ_001062500
HmN_000420600	EmuJ_001062600
HmN_000420800	EmuJ_001062700
HmN_000420900	EmuJ_001063100
HmN_000420900	EmuJ_001063300
HmN_000420900	EmuJ_001063000
HmN_000420900	EmuJ_001062900
HmN_000420900	EmuJ_001063400
HmN_000421000	EmuJ_000962600
HmN_000421100	EmuJ_001063100
HmN_000421100	EmuJ_001063300
HmN_000421100	EmuJ_001063000
HmN_000421100	EmuJ_001062900
HmN_000421100	EmuJ_001063400
HmN_000421200	EmuJ_001063500
HmN_000421300	EmuJ_001063600
HmN_000421500	EmuJ_001063800
HmN_000421600	EmuJ_001063950
HmN_000421700	EmuJ_001063900
HmN_000422100	EmuJ_001064400
HmN_000422100	EmuJ_001064500
HmN_000422400	EmuJ_000840600
HmN_000422500	EmuJ_000840800
HmN_000422600	EmuJ_000840900
HmN_000422700	EmuJ_000841300
HmN_000422800	EmuJ_000841500
HmN_000422900	EmuJ_000841700
HmN_000423000	EmuJ_000841800
HmN_000423100	EmuJ_000841900
HmN_000423200	EmuJ_000842000
HmN_000423300	EmuJ_000842100
HmN_000423400	EmuJ_000842200
HmN_000423500	EmuJ_000842300
HmN_000423600	EmuJ_000842400
HmN_000423700	EmuJ_000842600
HmN_000423800	EmuJ_000842700
HmN_000423900	EmuJ_000842900
HmN_000424000	EmuJ_000843000
HmN_000424100	EmuJ_000843100
HmN_000424300	EmuJ_000843250
HmN_000424400	EmuJ_000843300
HmN_000424700	EmuJ_000114200
HmN_000424800	EmuJ_000114000
HmN_000424900	EmuJ_000113900
HmN_000425100	EmuJ_000113800
HmN_000425200	EmuJ_000113700
HmN_000425300	EmuJ_000113600
HmN_000425400	EmuJ_000108550
HmN_000425500	EmuJ_000108600
HmN_000425600	EmuJ_000108700
HmN_000425800	EmuJ_000110500
HmN_000425900	EmuJ_000110300
HmN_000426000	EmuJ_000109900
HmN_000426100	EmuJ_000109200
HmN_000426200	EmuJ_000109300
HmN_000426600	EmuJ_000137400
HmN_000426800	EmuJ_000137600
HmN_000427000	EmuJ_000137700
HmN_000427100	EmuJ_000137700
HmN_000427200	EmuJ_000137900
HmN_000427500	EmuJ_000138000
HmN_000427700	EmuJ_002124700
HmN_000427800	EmuJ_000138200
HmN_000427900	EmuJ_002124900
HmN_000428000	EmuJ_000145900
HmN_000428400	EmuJ_000137000
HmN_000428500	EmuJ_000136900
HmN_000428600	EmuJ_000136800
HmN_000428800	EmuJ_000136850
HmN_000429000	EmuJ_000747900
HmN_000429100	EmuJ_000135300
HmN_000429200	EmuJ_000135700
HmN_000429400	EmuJ_000135900
HmN_000429500	EmuJ_000136000
HmN_000429600	EmuJ_000136100
HmN_000429700	EmuJ_000136400
HmN_000429800	EmuJ_000136500
HmN_000430000	EmuJ_000133900
HmN_000430300	EmuJ_000797900
HmN_000430500	EmuJ_000797800
HmN_000430900	EmuJ_000797700
HmN_000431000	EmuJ_000797600
HmN_000431100	EmuJ_000797500
HmN_000431300	EmuJ_000797100
HmN_000431400	EmuJ_000797000
HmN_000431600	EmuJ_000796700
HmN_000431800	EmuJ_000796600
HmN_000432200	EmuJ_000796300
HmN_000432300	EmuJ_000796200
HmN_000432400	EmuJ_000796000
HmN_000432500	EmuJ_000795900
HmN_000432600	EmuJ_000795700
HmN_000432700	EmuJ_000795600
HmN_000432800	EmuJ_000418300
HmN_000432800	EmuJ_000411500
HmN_000432800	EmuJ_000411400
HmN_000432900	EmuJ_000795300
HmN_000433000	EmuJ_000795200
HmN_000433100	EmuJ_000795100
HmN_000433200	EmuJ_000795010
HmN_000433300	EmuJ_000794900
HmN_000433400	EmuJ_000794800
HmN_000433500	EmuJ_000794700
HmN_000433600	EmuJ_000794600
HmN_000433700	EmuJ_000794400
HmN_000433900	EmuJ_000794100
HmN_000434000	EmuJ_000794000
HmN_000434200	EmuJ_000793900
HmN_000434300	EmuJ_000793400
HmN_000434400	EmuJ_000793600
HmN_000434500	EmuJ_000793800
HmN_000434600	EmuJ_000491500
HmN_000434700	EmuJ_000491600
HmN_000434800	EmuJ_000491800
HmN_000434900	EmuJ_000491900
HmN_000435000	EmuJ_000492000
HmN_000435100	EmuJ_000492300
HmN_000435200	EmuJ_000492400
HmN_000435400	EmuJ_000492600
HmN_000435600	EmuJ_000493000
HmN_000435700	EmuJ_000493100
HmN_000435800	EmuJ_000493300
HmN_000435900	EmuJ_000493600
HmN_000436000	EmuJ_000493700
HmN_000436300	EmuJ_000494200
HmN_000436400	EmuJ_000494300
HmN_000436500	EmuJ_000494400
HmN_000436800	EmuJ_000494900
HmN_000436900	EmuJ_000495000
HmN_000437000	EmuJ_000495100
HmN_000437200	EmuJ_000495700
HmN_000437300	EmuJ_000372500
HmN_000437500	EmuJ_000372400
HmN_000437900	EmuJ_001097550
HmN_000438000	EmuJ_001097400
HmN_000438100	EmuJ_001097300
HmN_000438200	EmuJ_001097100
HmN_000438300	EmuJ_001097150
HmN_000438400	EmuJ_001097200
HmN_000438500	EmuJ_001097000
HmN_000438600	EmuJ_001096900
HmN_000438700	EmuJ_001096800
HmN_000438900	EmuJ_001096600
HmN_000439000	EmuJ_001096400
HmN_000439300	EmuJ_001096200
HmN_000439500	EmuJ_001096000
HmN_000439600	EmuJ_001095900
HmN_000439700	EmuJ_001095800
HmN_000439800	EmuJ_001095600
HmN_000439900	EmuJ_001095500
HmN_000440100	EmuJ_001095400
HmN_000440200	EmuJ_001095300
HmN_000440300	EmuJ_001095200
HmN_000440700	EmuJ_001033000
HmN_000440800	EmuJ_000192000
HmN_000440800	EmuJ_000114800
HmN_000440800	EmuJ_000191900
HmN_000440800	EmuJ_001160400
HmN_000440800	EmuJ_000192100
HmN_000440800	EmuJ_000114900
HmN_000441100	EmuJ_001035100
HmN_000441200	EmuJ_001035000
HmN_000441300	EmuJ_001034900
HmN_000441400	EmuJ_001034820
HmN_000441500	EmuJ_001034810
HmN_000441600	EmuJ_001034600
HmN_000441800	EmuJ_001043200
HmN_000441900	EmuJ_001043100
HmN_000442000	EmuJ_001043000
HmN_000442200	EmuJ_001042900
HmN_000442300	EmuJ_001042800
HmN_000442400	EmuJ_001042700
HmN_000442600	EmuJ_001042700
HmN_000442700	EmuJ_001042600
HmN_000442800	EmuJ_001042500
HmN_000442900	EmuJ_001042400
HmN_000443000	EmuJ_001042300
HmN_000443100	EmuJ_001042200
HmN_000444600	EmuJ_000610400
HmN_000444800	EmuJ_000610200
HmN_000445100	EmuJ_000425000
HmN_000445200	EmuJ_000424900
HmN_000445300	EmuJ_000424800
HmN_000445400	EmuJ_000424700
HmN_000445600	EmuJ_000424600
HmN_000445700	EmuJ_000424500
HmN_000445800	EmuJ_000424400
HmN_000445900	EmuJ_000424200
HmN_000446100	EmuJ_000424000
HmN_000446200	EmuJ_000423900
HmN_000446300	EmuJ_000423400
HmN_000446400	EmuJ_000423500
HmN_000446600	EmuJ_000423700
HmN_000446700	EmuJ_000423300
HmN_000446800	EmuJ_000423200
HmN_000447100	EmuJ_000422900
HmN_000447150	EmuJ_000423000
HmN_000447200	EmuJ_000045900
HmN_000447200	EmuJ_000046000
HmN_000447800	EmuJ_000422600
HmN_000447900	EmuJ_000422500
HmN_000448000	EmuJ_000422300
HmN_000448000	EmuJ_000422400
HmN_000448100	EmuJ_000743500
HmN_000448100	EmuJ_000743600
HmN_000448200	EmuJ_000188800
HmN_000448300	EmuJ_000188700
HmN_000448400	EmuJ_000188600
HmN_000448500	EmuJ_000188500
HmN_000448600	EmuJ_000188400
HmN_000448800	EmuJ_000186900
HmN_000449000	EmuJ_000187100
HmN_000449100	EmuJ_000187200
HmN_000449900	EmuJ_000931900
HmN_000450000	EmuJ_000931800
HmN_000450200	EmuJ_000932000
HmN_000450300	EmuJ_000932900
HmN_000450400	EmuJ_000932600
HmN_000450600	EmuJ_000932300
HmN_000450600	EmuJ_000932100
HmN_000450600	EmuJ_000932200
HmN_000450800	EmuJ_000932500
HmN_000451100	EmuJ_001157200
HmN_000451200	EmuJ_001157000
HmN_000451400	EmuJ_001156600
HmN_000451500	EmuJ_001156400
HmN_000451700	EmuJ_001156300
HmN_000452000	EmuJ_001157800
HmN_000453000	EmuJ_000079400
HmN_000453100	EmuJ_000079600
HmN_000453200	EmuJ_000079700
HmN_000453400	EmuJ_000426000
HmN_000453500	EmuJ_000430100
HmN_000453800	EmuJ_000430200
HmN_000454000	EmuJ_000430300
HmN_000454100	EmuJ_000430500
HmN_000454200	EmuJ_000430600
HmN_000454300	EmuJ_000430800
HmN_000454400	EmuJ_000430900
HmN_000454500	EmuJ_000431000
HmN_000454600	EmuJ_000431050
HmN_000454700	EmuJ_000431100
HmN_000455100	EmuJ_000431500
HmN_000455300	EmuJ_000431700
HmN_000455500	EmuJ_000432000
HmN_000455800	EmuJ_000432100
HmN_000455900	EmuJ_000432200
HmN_000456100	EmuJ_000432600
HmN_000456300	EmuJ_000432800
HmN_000456520	EmuJ_000763500
HmN_000456540	EmuJ_000763700
HmN_000456600	EmuJ_000763800
HmN_000456700	EmuJ_000763900
HmN_000456800	EmuJ_000764000
HmN_000457200	EmuJ_000764100
HmN_000457300	EmuJ_000764200
HmN_000457600	EmuJ_000764700
HmN_000457700	EmuJ_000764900
HmN_000457800	EmuJ_000765000
HmN_000457900	EmuJ_001115800
HmN_000457900	EmuJ_000821700
HmN_000458200	EmuJ_000763300
HmN_000458300	EmuJ_000763100
HmN_000458400	EmuJ_000762800
HmN_000458500	EmuJ_002101900
HmN_000458800	EmuJ_000762400
HmN_000459000	EmuJ_000877400
HmN_000459100	EmuJ_000877300
HmN_000459200	EmuJ_000877200
HmN_000459300	EmuJ_000877100
HmN_000459400	EmuJ_000877000
HmN_000459500	EmuJ_000876900
HmN_000461300	EmuJ_001071500
HmN_000461400	EmuJ_001071300
HmN_000461600	EmuJ_001071200
HmN_000461700	EmuJ_001071100
HmN_000461900	EmuJ_001071000
HmN_000462000	EmuJ_001070700
HmN_000462100	EmuJ_001070600
HmN_000462200	EmuJ_001070300
HmN_000462300	EmuJ_001070150
HmN_000462400	EmuJ_000969600
HmN_000462500	EmuJ_000727000
HmN_000462600	EmuJ_000727100
HmN_000462700	EmuJ_000727100
HmN_000463000	EmuJ_000727400
HmN_000463100	EmuJ_000727500
HmN_000463200	EmuJ_000727700
HmN_000463300	EmuJ_000727900
HmN_000463400	EmuJ_000728000
HmN_000463500	EmuJ_000728100
HmN_000463600	EmuJ_000728200
HmN_000463700	EmuJ_000728300
HmN_000463900	EmuJ_000728400
HmN_000464000	EmuJ_000728500
HmN_000464100	EmuJ_000728610
HmN_000464200	EmuJ_000728700
HmN_000464300	EmuJ_000728800
HmN_000464400	EmuJ_001201800
HmN_000464400	EmuJ_000710600
HmN_000464700	EmuJ_000729100
HmN_000465100	EmuJ_000729600
HmN_000465200	EmuJ_000723000
HmN_000465400	EmuJ_001049900
HmN_000465700	EmuJ_001049400
HmN_000465800	EmuJ_001049300
HmN_000465900	EmuJ_001049210
HmN_000466000	EmuJ_001049000
HmN_000466100	EmuJ_001048900
HmN_000466300	EmuJ_000781700
HmN_000466600	EmuJ_000781600
HmN_000466700	EmuJ_000781800
HmN_000466800	EmuJ_000781900
HmN_000466900	EmuJ_000782000
HmN_000467000	EmuJ_000733900
HmN_000467100	EmuJ_000782200
HmN_000467200	EmuJ_000782300
HmN_000467300	EmuJ_000784400
HmN_000467400	EmuJ_000784300
HmN_000467500	EmuJ_000784100
HmN_000467700	EmuJ_000784000
HmN_000467800	EmuJ_000783900
HmN_000468000	EmuJ_000783600
HmN_000468200	EmuJ_000783200
HmN_000468200	EmuJ_000783300
HmN_000468200	EmuJ_002193300
HmN_000468300	EmuJ_000783100
HmN_000468400	EmuJ_000782800
HmN_000468500	EmuJ_000782700
HmN_000468700	EmuJ_000782500
HmN_000468800	EmuJ_000782400
HmN_000469600	EmuJ_000784600
HmN_000469800	EmuJ_000785000
HmN_000469900	EmuJ_000785100
HmN_000470000	EmuJ_000785300
HmN_000470100	EmuJ_000785400
HmN_000470200	EmuJ_000248200
HmN_000470300	EmuJ_000248300
HmN_000470400	EmuJ_000248600
HmN_000470500	EmuJ_000248900
HmN_000470800	EmuJ_000338200
HmN_000470900	EmuJ_000338300
HmN_000471100	EmuJ_000338500
HmN_000471200	EmuJ_000338600
HmN_000471500	EmuJ_000266600
HmN_000471500	EmuJ_000339000
HmN_000471700	EmuJ_000339400
HmN_000471700	EmuJ_000339300
HmN_000472000	EmuJ_000339800
HmN_000472100	EmuJ_000340050
HmN_000472200	CLK2.7
HmN_000472400	EmuJ_000340200
HmN_000472500	EmuJ_000340500
HmN_000472600	EmuJ_000340600
HmN_000472700	EmuJ_000340700
HmN_000472800	EmuJ_000340800
HmN_000472900	EmuJ_000340900
HmN_000473000	EmuJ_000341000
HmN_000473200	EmuJ_000341700
HmN_000473300	EmuJ_000341600
HmN_000473400	EmuJ_000341800
HmN_000473500	EmuJ_000341900
HmN_000473700	EmuJ_000341100
HmN_000473800	EmuJ_000341700
HmN_000474100	EmuJ_000341500
HmN_000474300	EmuJ_000341400
HmN_000474400	EmuJ_000341300
HmN_000474500	EmuJ_000341200
HmN_000474800	EmuJ_000342100
HmN_000475000	EmuJ_000676700
HmN_000475300	EmuJ_000676600
HmN_000475500	EmuJ_000676300
HmN_000475900	EmuJ_000675900
HmN_000476000	EmuJ_000675800
HmN_000476100	EmuJ_000675700
HmN_000476200	EmuJ_000675600
HmN_000476300	EmuJ_000632600
HmN_000476400	EmuJ_000632700
HmN_000476500	EmuJ_000632800
HmN_000476600	EmuJ_000633100
HmN_000476800	EmuJ_000633200
HmN_000476900	EmuJ_000633300
HmN_000477400	EmuJ_000633600
HmN_000477500	EmuJ_000633700
HmN_000477600	EmuJ_000633900
HmN_000477700	EmuJ_000634100
HmN_000477900	EmuJ_000634200
HmN_000478000	EmuJ_000634400
HmN_000478100	EmuJ_000634500
HmN_000478400	EmuJ_000634700
HmN_000478500	EmuJ_000634800
HmN_000478600	EmuJ_000634900
HmN_000478700	EmuJ_000849700
HmN_000478800	EmuJ_000849800
HmN_000479100	EmuJ_000850100
HmN_000479200	EmuJ_000850200
HmN_000479300	EmuJ_000850400
HmN_000479400	EmuJ_000851500
HmN_000479500	EmuJ_000851400
HmN_000479600	EmuJ_000851300
HmN_000479700	EmuJ_000851100
HmN_000479800	EmuJ_000850900
HmN_000479900	EmuJ_000850800
HmN_000480000	EmuJ_000850700
HmN_000480300	EmuJ_000851700
HmN_000480600	EmuJ_000851900
HmN_000480700	EmuJ_000852100
HmN_000480800	EmuJ_000852200
HmN_000480900	EmuJ_000852300
HmN_000481000	EmuJ_000852400
HmN_000481100	EmuJ_000852500
HmN_000481300	EmuJ_000852600
HmN_000481400	EmuJ_000852700
HmN_000481500	EmuJ_000852800
HmN_000481600	EmuJ_000852900
HmN_000481700	EmuJ_000853000
HmN_000481800	EmuJ_000853100
HmN_000481900	EmuJ_000853200
HmN_000482000	EmuJ_000853400
HmN_000482100	EmuJ_000853500
HmN_000482300	EmuJ_000874200
HmN_000482400	EmuJ_000874300
HmN_000482500	EmuJ_000874400
HmN_000482600	EmuJ_000874500
HmN_000482700	EmuJ_000874700
HmN_000482800	EmuJ_000874800
HmN_000482900	EmuJ_000874900
HmN_000483100	EmuJ_000976000
HmN_000483200	EmuJ_000975900
HmN_000483800	EmuJ_000975700
HmN_000484300	EmuJ_000975600
HmN_000484500	EmuJ_000975500
HmN_000484600	EmuJ_000975400
HmN_000484800	EmuJ_000975100
HmN_000484900	EmuJ_000975000
HmN_000485100	EmuJ_000974900
HmN_000485300	EmuJ_000974400
HmN_000485500	EmuJ_000974100
HmN_000485600	EmuJ_000974000
HmN_000485700	EmuJ_000973900
HmN_000485800	EmuJ_000973800
HmN_000485900	EmuJ_000993600
HmN_000486000	EmuJ_000993500
HmN_000486100	EmuJ_000993300
HmN_000486200	EmuJ_000993200
HmN_000486500	EmuJ_000993000
HmN_000487100	EmuJ_000992700
HmN_000487300	EmuJ_000096200
HmN_000487400	EmuJ_000096300
HmN_000487500	EmuJ_000096900
HmN_000487600	EmuJ_000096700
HmN_000487700	EmuJ_000096600
HmN_000487900	EmuJ_000097000
HmN_000488100	EmuJ_000097200
HmN_000488200	EmuJ_000097300
HmN_000488300	EmuJ_000097500
HmN_000488400	EmuJ_000097600
HmN_000488500	EmuJ_000097800
HmN_000488600	EmuJ_000097900
HmN_000488800	EmuJ_000936000
HmN_000488900	EmuJ_000936200
HmN_000489100	EmuJ_000936400
HmN_000489100	EmuJ_000936500
HmN_000489200	EmuJ_000936600
HmN_000489400	EmuJ_000936800
HmN_000489500	EmuJ_000936900
HmN_000489600	EmuJ_000937000
HmN_000490400	EmuJ_000860300
HmN_000490500	EmuJ_000860200
HmN_000490600	EmuJ_000860100
HmN_000490700	EmuJ_000860000
HmN_000490800	EmuJ_000859900
HmN_000491000	EmuJ_000859600
HmN_000491200	EmuJ_000859400
HmN_000491500	EmuJ_000859200
HmN_000491600	EmuJ_000859100
HmN_000491700	EmuJ_000859000
HmN_000491800	EmuJ_000858900
HmN_000491900	EmuJ_000858800
HmN_000492000	EmuJ_000858600
HmN_000492100	EmuJ_000858500
HmN_000492200	EmuJ_000858450
HmN_000492300	EmuJ_000858400
HmN_000493200	EmuJ_000857800
HmN_000493300	EmuJ_000857700
HmN_000493400	EmuJ_000857600
HmN_000493500	EmuJ_000857500
HmN_000493700	EmuJ_000857300
HmN_000493800	EmuJ_000857200
HmN_000493900	EmuJ_000857100
HmN_000494200	EmuJ_000456800
HmN_000494300	EmuJ_000438300
HmN_000494400	EmuJ_000438200
HmN_000494500	EmuJ_000438100
HmN_000494600	EmuJ_000438000
HmN_000494700	EmuJ_000650600
HmN_000494900	EmuJ_000437800
HmN_000495000	EmuJ_000437700
HmN_000495200	EmuJ_000437500
HmN_000495400	EmuJ_000437100
HmN_000495500	EmuJ_000437000
HmN_000495600	EmuJ_000436900
HmN_000495700	EmuJ_000436800
HmN_000495800	EmuJ_000436700
HmN_000496000	EmuJ_000436000
HmN_000496100	EmuJ_000435900
HmN_000496200	EmuJ_000435000
HmN_000496300	EmuJ_000435100
HmN_000496400	EmuJ_000435200
HmN_000496500	EmuJ_000435300
HmN_000496600	EmuJ_000435400
HmN_000496800	EmuJ_000435500
HmN_000496900	EmuJ_000435600
HmN_000497000	EmuJ_000435700
HmN_000497200	EmuJ_000434800
HmN_000497200	EmuJ_002210600
HmN_000497300	EmuJ_000434700
HmN_000497500	EmuJ_000434500
HmN_000497700	EmuJ_000434400
HmN_000497800	EmuJ_000434200
HmN_000498000	EmuJ_000426100
HmN_000498100	EmuJ_000426000
HmN_000498700	EmuJ_000171200
HmN_000498800	EmuJ_000666300
HmN_000498900	EmuJ_000666800
HmN_000499000	EmuJ_000666700
HmN_000499100	EmuJ_000171500
HmN_000499200	EmuJ_000171400
HmN_000499400	EmuJ_000171600
HmN_000499500	EmuJ_000171800
HmN_000499600	EmuJ_000171900
HmN_000500100	EmuJ_000177500
HmN_000501500	EmuJ_000171000
HmN_000501800	EmuJ_000170700
HmN_000502300	EmuJ_000170600
HmN_000502600	EmuJ_000098300
HmN_000502600	EmuJ_000370700
HmN_000502600	EmuJ_000098200
HmN_000502600	EmuJ_000370500
HmN_000502700	EmuJ_000170300
HmN_000502900	EmuJ_000181400
HmN_000503100	EmuJ_000170000
HmN_000503200	EmuJ_000170100
HmN_000503500	EmuJ_000170200
HmN_000504100	EmuJ_000457200
HmN_000504200	EmuJ_000457100
HmN_000504700	EmuJ_000456700
HmN_000504800	EmuJ_000456600
HmN_000504900	EmuJ_000456500
HmN_000505100	EmuJ_000456300
HmN_000505200	EmuJ_000456150
HmN_000505500	EmuJ_000456100
HmN_000505600	EmuJ_000456000
HmN_000505700	EmuJ_000455900
HmN_000505800	EmuJ_000455800
HmN_000505900	EmuJ_000455800
HmN_000506000	EmuJ_000455700
HmN_000506100	EmuJ_000455600
HmN_000506200	EmuJ_000455500
HmN_000506400	EmuJ_000455200
HmN_000506900	EmuJ_000453900
HmN_000507000	EmuJ_000454000
HmN_000507100	EmuJ_000927100
HmN_000507200	EmuJ_000454100
HmN_000507300	EmuJ_000454200
HmN_000507400	EmuJ_000454300
HmN_000507600	EmuJ_000454700
HmN_000508000	EmuJ_000968100
HmN_000508100	EmuJ_000968000
HmN_000508200	EmuJ_000967900
HmN_000508500	EmuJ_000967700
HmN_000508600	EmuJ_000967600
HmN_000508800	EmuJ_000967400
HmN_000509000	EmuJ_000967300
HmN_000509100	EmuJ_000967100
HmN_000509200	EmuJ_000967000
HmN_000509300	EmuJ_000966700
HmN_000509300	EmuJ_000966800
HmN_000509400	EmuJ_000966500
HmN_000509500	EmuJ_000966400
HmN_000509700	EmuJ_000966200
HmN_000509800	EmuJ_000966000
HmN_000509900	EmuJ_000965800
HmN_000510000	EmuJ_000965900
HmN_000510000	EmuJ_000965600
HmN_000510100	EmuJ_000834200
HmN_000510300	EmuJ_000834300
HmN_000510600	EmuJ_000834500
HmN_000510700	EmuJ_000834600
HmN_000510800	EmuJ_000834700
HmN_000510900	EmuJ_000834800
HmN_000511000	EmuJ_000835000
HmN_000511100	EmuJ_000835100
HmN_000511300	EmuJ_000835400
HmN_000511400	EmuJ_000835500
HmN_000511600	EmuJ_000835800
HmN_000511700	EmuJ_000836000
HmN_000511800	EmuJ_000836200
HmN_000511900	EmuJ_000836300
HmN_000512000	EmuJ_000836500
HmN_000512100	EmuJ_000836600
HmN_000512200	EmuJ_000836700
HmN_000512400	EmuJ_000836800
HmN_000512600	EmuJ_000836900
HmN_000512700	EmuJ_000837000
HmN_000512900	EmuJ_000837200
HmN_000513000	EmuJ_000837300
HmN_000513100	EmuJ_000837400
HmN_000513200	EmuJ_000837600
HmN_000513500	EmuJ_000830400
HmN_000513800	EmuJ_000830200
HmN_000513900	EmuJ_000830300
HmN_000514000	EmuJ_000830100
HmN_000514100	EmuJ_000830000
HmN_000514300	EmuJ_000829900
HmN_000514800	EmuJ_000870300
HmN_000514900	EmuJ_000870200
HmN_000515000	EmuJ_000869950
HmN_000515100	EmuJ_000869800
HmN_000515200	EmuJ_000869700
HmN_000515300	EmuJ_000875400
HmN_000515400	EmuJ_000875600
HmN_000515500	EmuJ_000875800
HmN_000515600	EmuJ_000875900
HmN_000515700	EmuJ_000876000
HmN_000515800	EmuJ_000876100
HmN_000516000	EmuJ_000877900
HmN_000516200	EmuJ_000878100
HmN_000516300	EmuJ_000878300
HmN_000516400	EmuJ_000878400
HmN_000516600	EmuJ_000878700
HmN_000516700	EmuJ_000878800
HmN_000516800	EmuJ_000878900
HmN_000516900	EmuJ_000879000
HmN_000517000	EmuJ_000879100
HmN_000517100	EmuJ_000879300
HmN_000517200	EmuJ_000879500
HmN_000517300	EmuJ_000879600
HmN_000517400	EmuJ_000879800
HmN_000517500	EmuJ_000879900
HmN_000517600	EmuJ_000880000
HmN_000518100	EmuJ_000928300
HmN_000518200	EmuJ_000928200
HmN_000518300	EmuJ_000928700
HmN_000518400	EmuJ_000169200
HmN_000518500	EmuJ_000169300
HmN_000518600	EmuJ_000169500
HmN_000518700	EmuJ_000928600
HmN_000518800	EmuJ_000928500
HmN_000519100	EmuJ_000260300
HmN_000519200	EmuJ_000260200
HmN_000519300	EmuJ_000260100
HmN_000519400	EmuJ_000260000
HmN_000519600	EmuJ_000259500
HmN_000519600	EmuJ_000259600
HmN_000519700	EmuJ_000259300
HmN_000519700	EmuJ_000259400
HmN_000520200	EmuJ_000259100
HmN_000520300	EmuJ_000259000
HmN_000520400	EmuJ_000258800
HmN_000520500	EmuJ_000258500
HmN_000520500	EmuJ_000258700
HmN_000520600	EmuJ_000258300
HmN_000520700	EmuJ_000258200
HmN_000520800	EmuJ_000257920
HmN_000520900	EmuJ_000257850
HmN_000521000	EmuJ_000257800
HmN_000521300	EmuJ_000204000
HmN_000521400	EmuJ_000204100
HmN_000521500	EmuJ_000204300
HmN_000521600	EmuJ_000204400
HmN_000521800	EmuJ_000397300
HmN_000521800	EmuJ_000371100
HmN_000521800	EmuJ_000398200
HmN_000521800	EmuJ_000998000
HmN_000521800	EmuJ_000998100
HmN_000521900	EmuJ_000397300
HmN_000521900	EmuJ_000371100
HmN_000521900	EmuJ_000398200
HmN_000521900	EmuJ_000998000
HmN_000521900	EmuJ_000998100
HmN_000522000	EmuJ_000523800
HmN_000522100	EmuJ_000523900
HmN_000522200	EmuJ_000524000
HmN_000522300	EmuJ_000524200
HmN_000522400	EmuJ_000524300
HmN_000522500	EmuJ_000524400
HmN_000522700	EmuJ_001107200
HmN_000522800	EmuJ_000165300
HmN_000523000	EmuJ_001107500
HmN_000523000	EmuJ_001108000
HmN_000523300	EmuJ_001107900
HmN_000523800	EmuJ_001106800
HmN_000523900	EmuJ_001106600
HmN_000524000	EmuJ_001106500
HmN_000524100	EmuJ_001106400
HmN_000524200	EmuJ_001106300
HmN_000524300	EmuJ_001106100
HmN_000524400	EmuJ_001106000
HmN_000524800	EmuJ_000714100
HmN_000524900	EmuJ_000713700
HmN_000524900	EmuJ_002115900
HmN_000525100	EmuJ_000713300
HmN_000525200	EmuJ_000713200
HmN_000525300	EmuJ_000713050
HmN_000525500	EmuJ_000712700
HmN_000525600	EmuJ_000712600
HmN_000525700	EmuJ_000712500
HmN_000525800	EmuJ_000712400
HmN_000525900	EmuJ_000712300
HmN_000526000	EmuJ_000712250
HmN_000526000	EmuJ_000711300
HmN_000526200	EmuJ_000711500
HmN_000526500	EmuJ_000712000
HmN_000526600	EmuJ_000721500
HmN_000526700	EmuJ_000721600
HmN_000526800	EmuJ_000721700
HmN_000526900	EmuJ_000717300
HmN_000527000	EmuJ_000717600
HmN_000527100	EmuJ_000717700
HmN_000527200	EmuJ_000717900
HmN_000527400	EmuJ_000718200
HmN_000527500	EmuJ_000718300
HmN_000527600	EmuJ_000718400
HmN_000527700	EmuJ_000718600
HmN_000527800	EmuJ_000718800
HmN_000527900	EmuJ_000719050
HmN_000528000	EmuJ_000719150
HmN_000528100	EmuJ_000719400
HmN_000528200	EmuJ_000719600
HmN_000528300	EmuJ_000719700
HmN_000528400	EmuJ_000719900
HmN_000528700	EmuJ_001135300
HmN_000528800	EmuJ_001135200
HmN_000528900	EmuJ_001135000
HmN_000529000	EmuJ_001134800
HmN_000529300	EmuJ_001153400
HmN_000529400	EmuJ_002231200
HmN_000529400	EmuJ_000328700
HmN_000529400	EmuJ_000651200
HmN_000529500	EmuJ_001134400
HmN_000529600	EmuJ_001134300
HmN_000529700	EmuJ_001134100
HmN_000530100	EmuJ_001133300
HmN_000530200	EmuJ_001133400
HmN_000530300	EmuJ_001133600
HmN_000530400	EmuJ_001133800
HmN_000530500	EmuJ_001133900
HmN_000530600	EmuJ_001134000
HmN_000530700	EmuJ_001132700
HmN_000530800	EmuJ_001132600
HmN_000530900	EmuJ_001132500
HmN_000531000	EmuJ_001132400
HmN_000531100	EmuJ_001132200
HmN_000531300	EmuJ_000553800
HmN_000531400	EmuJ_001128500
HmN_000531500	EmuJ_001128600
HmN_000531600	EmuJ_001128900
HmN_000531700	EmuJ_000236900
HmN_000531800	EmuJ_000236800
HmN_000532000	EmuJ_000236700
HmN_000532100	EmuJ_000236600
HmN_000532200	EmuJ_000236500
HmN_000532300	EmuJ_000236400
HmN_000532500	EmuJ_000236300
HmN_000532700	EmuJ_000236100
HmN_000532800	EmuJ_000236000
HmN_000532900	EmuJ_000235900
HmN_000533000	EmuJ_000235700
HmN_000533200	EmuJ_000235500
